TP conc. (mg/mL),cell line,inhibitor,ligand,readout,raw_val
0.5,SW48 E545K,Erlotinib,IGF,S6.Ribo.Prot..S235.236..XP,0.783177451
0.5,SW48 E545K,Erlotinib,IGF,S6.Ribo.Prot..S235.236..XP,0.752472311
0.5,SW48 E545K,Erlotinib,IGF,S6.Ribo.Prot..S235.236..XP,0.790023377
0.25,SW48 E545K,GDC-0068,IGF,S6.Ribo.Prot..S235.236..XP,0.130390992
0.25,SW48 E545K,GDC-0068,IGF,S6.Ribo.Prot..S235.236..XP,0.120309067
0.25,SW48 E545K,GDC-0068,IGF,S6.Ribo.Prot..S235.236..XP,0.128120319
0.25,SW48 E545K,GDC-0068,IGF,S6.Ribo.Prot..S235.236..XP,0.104130237
0.5,SW48 E545K,GDC-0068,IGF,S6.Ribo.Prot..S235.236..XP,0.114651843
0.5,SW48 E545K,GDC-0068,IGF,S6.Ribo.Prot..S235.236..XP,0.121338267
0.5,SW48 E545K,GDC-0068,IGF,S6.Ribo.Prot..S235.236..XP,0.114066953
0.5,SW48 E545K,GDC-0068,IGF,S6.Ribo.Prot..S235.236..XP,0.096607454
0.25,SW48 E545K,DMSO,IGF,S6.Ribo.Prot..S235.236..XP,1.580235168
0.25,SW48 E545K,DMSO,IGF,S6.Ribo.Prot..S235.236..XP,1.317214076
0.25,SW48 E545K,DMSO,IGF,S6.Ribo.Prot..S235.236..XP,1.575497465
0.25,SW48 E545K,DMSO,IGF,S6.Ribo.Prot..S235.236..XP,1.263000392
0.5,SW48 E545K,DMSO,IGF,S6.Ribo.Prot..S235.236..XP,0.847901681
0.5,SW48 E545K,DMSO,IGF,S6.Ribo.Prot..S235.236..XP,0.876750856
0.5,SW48 E545K,DMSO,IGF,S6.Ribo.Prot..S235.236..XP,0.854427354
0.5,SW48 E545K,DMSO,IGF,S6.Ribo.Prot..S235.236..XP,0.75750645
0.25,SW48 H1047R,GDC-0973,PBS,S6.Ribo.Prot..S235.236..XP,1.394575606
0.25,SW48 H1047R,GDC-0973,PBS,S6.Ribo.Prot..S235.236..XP,1.29523402
0.25,SW48 H1047R,GDC-0973,PBS,S6.Ribo.Prot..S235.236..XP,1.513340476
0.25,SW48 H1047R,GDC-0973,PBS,S6.Ribo.Prot..S235.236..XP,1.339814251
0.5,SW48 H1047R,GDC-0973,PBS,S6.Ribo.Prot..S235.236..XP,1.557135861
0.5,SW48 H1047R,GDC-0973,PBS,S6.Ribo.Prot..S235.236..XP,1.589899964
0.5,SW48 H1047R,GDC-0973,PBS,S6.Ribo.Prot..S235.236..XP,1.27293163
0.5,SW48 H1047R,GDC-0973,PBS,S6.Ribo.Prot..S235.236..XP,1.396133852
0.25,SW48 H1047R,Erlotinib,PBS,S6.Ribo.Prot..S235.236..XP,1.137272603
0.25,SW48 H1047R,Erlotinib,PBS,S6.Ribo.Prot..S235.236..XP,1.264346482
0.25,SW48 H1047R,Erlotinib,PBS,S6.Ribo.Prot..S235.236..XP,1.141086777
0.25,SW48 H1047R,Erlotinib,PBS,S6.Ribo.Prot..S235.236..XP,0.92518411
0.5,SW48 H1047R,Erlotinib,PBS,S6.Ribo.Prot..S235.236..XP,1.356733757
0.5,SW48 H1047R,Erlotinib,PBS,S6.Ribo.Prot..S235.236..XP,1.29077763
0.5,SW48 H1047R,Erlotinib,PBS,S6.Ribo.Prot..S235.236..XP,1.413880021
0.5,SW48 H1047R,Erlotinib,PBS,S6.Ribo.Prot..S235.236..XP,1.360694073
0.25,SW48 H1047R,GDC-0068,PBS,S6.Ribo.Prot..S235.236..XP,0.577699611
0.25,SW48 H1047R,GDC-0068,PBS,S6.Ribo.Prot..S235.236..XP,0.600675255
0.25,SW48 H1047R,GDC-0068,PBS,S6.Ribo.Prot..S235.236..XP,0.602603749
0.25,SW48 H1047R,GDC-0068,PBS,S6.Ribo.Prot..S235.236..XP,0.736288909
0.5,SW48 H1047R,GDC-0068,PBS,S6.Ribo.Prot..S235.236..XP,0.609030228
0.5,SW48 H1047R,GDC-0068,PBS,S6.Ribo.Prot..S235.236..XP,0.587641698
0.5,SW48 H1047R,GDC-0068,PBS,S6.Ribo.Prot..S235.236..XP,0.549380111
0.5,SW48 H1047R,GDC-0068,PBS,S6.Ribo.Prot..S235.236..XP,0.56063259
0.25,SW48 H1047R,DMSO,PBS,S6.Ribo.Prot..S235.236..XP,2.184064185
0.25,SW48 H1047R,DMSO,PBS,S6.Ribo.Prot..S235.236..XP,2.16521871
0.25,SW48 H1047R,DMSO,PBS,S6.Ribo.Prot..S235.236..XP,1.982983253
0.25,SW48 H1047R,DMSO,PBS,S6.Ribo.Prot..S235.236..XP,2.617137951
0.5,SW48 H1047R,DMSO,PBS,S6.Ribo.Prot..S235.236..XP,2.48122685
0.5,SW48 H1047R,DMSO,PBS,S6.Ribo.Prot..S235.236..XP,2.178019466
0.5,SW48 H1047R,DMSO,PBS,S6.Ribo.Prot..S235.236..XP,1.955643806
0.5,SW48 H1047R,DMSO,PBS,S6.Ribo.Prot..S235.236..XP,2.222883938
0.25,SW48 H1047R,GDC-0973,EGF,S6.Ribo.Prot..S235.236..XP,3.048393957
0.25,SW48 H1047R,GDC-0973,EGF,S6.Ribo.Prot..S235.236..XP,2.982815295
0.25,SW48 H1047R,GDC-0973,EGF,S6.Ribo.Prot..S235.236..XP,3.359595198
0.25,SW48 H1047R,GDC-0973,EGF,S6.Ribo.Prot..S235.236..XP,
0.5,SW48 H1047R,GDC-0973,EGF,S6.Ribo.Prot..S235.236..XP,3.991194467
0.5,SW48 H1047R,GDC-0973,EGF,S6.Ribo.Prot..S235.236..XP,3.410278746
0.5,SW48 H1047R,GDC-0973,EGF,S6.Ribo.Prot..S235.236..XP,3.115457265
0.5,SW48 H1047R,GDC-0973,EGF,S6.Ribo.Prot..S235.236..XP,3.28551968
0.25,SW48 H1047R,Erlotinib,EGF,S6.Ribo.Prot..S235.236..XP,1.572230362
0.25,SW48 H1047R,Erlotinib,EGF,S6.Ribo.Prot..S235.236..XP,1.417691271
0.25,SW48 H1047R,Erlotinib,EGF,S6.Ribo.Prot..S235.236..XP,1.482680854
0.25,SW48 H1047R,Erlotinib,EGF,S6.Ribo.Prot..S235.236..XP,1.31575
0.5,SW48 H1047R,Erlotinib,EGF,S6.Ribo.Prot..S235.236..XP,1.47400914
0.5,SW48 H1047R,Erlotinib,EGF,S6.Ribo.Prot..S235.236..XP,1.429327625
0.5,SW48 H1047R,Erlotinib,EGF,S6.Ribo.Prot..S235.236..XP,1.18677691
0.5,SW48 H1047R,Erlotinib,EGF,S6.Ribo.Prot..S235.236..XP,1.304276558
0.25,SW48 H1047R,GDC-0068,EGF,S6.Ribo.Prot..S235.236..XP,2.06029112
0.25,SW48 H1047R,GDC-0068,EGF,S6.Ribo.Prot..S235.236..XP,2.122785131
0.25,SW48 H1047R,GDC-0068,EGF,S6.Ribo.Prot..S235.236..XP,2.260846706
0.25,SW48 H1047R,GDC-0068,EGF,S6.Ribo.Prot..S235.236..XP,2.066368086
0.5,SW48 H1047R,GDC-0068,EGF,S6.Ribo.Prot..S235.236..XP,2.71366445
0.5,SW48 H1047R,GDC-0068,EGF,S6.Ribo.Prot..S235.236..XP,2.653613383
0.5,SW48 H1047R,GDC-0068,EGF,S6.Ribo.Prot..S235.236..XP,2.45942987
0.5,SW48 H1047R,GDC-0068,EGF,S6.Ribo.Prot..S235.236..XP,2.422057984
0.25,SW48 H1047R,DMSO,EGF,S6.Ribo.Prot..S235.236..XP,2.501824274
0.25,SW48 H1047R,DMSO,EGF,S6.Ribo.Prot..S235.236..XP,2.724674686
0.25,SW48 H1047R,DMSO,EGF,S6.Ribo.Prot..S235.236..XP,2.527376003
0.25,SW48 H1047R,DMSO,EGF,S6.Ribo.Prot..S235.236..XP,2.148361803
0.5,SW48 H1047R,DMSO,EGF,S6.Ribo.Prot..S235.236..XP,2.494599413
0.5,SW48 H1047R,DMSO,EGF,S6.Ribo.Prot..S235.236..XP,2.659972611
0.5,SW48 H1047R,DMSO,EGF,S6.Ribo.Prot..S235.236..XP,2.488421644
0.5,SW48 H1047R,DMSO,EGF,S6.Ribo.Prot..S235.236..XP,2.410112678
0.25,SW48 H1047R,GDC-0973,HGF,S6.Ribo.Prot..S235.236..XP,1.585285629
0.25,SW48 H1047R,GDC-0973,HGF,S6.Ribo.Prot..S235.236..XP,1.550851853
0.25,SW48 H1047R,GDC-0973,HGF,S6.Ribo.Prot..S235.236..XP,1.292531372
0.25,SW48 H1047R,GDC-0973,HGF,S6.Ribo.Prot..S235.236..XP,1.270993576
0.5,SW48 H1047R,GDC-0973,HGF,S6.Ribo.Prot..S235.236..XP,0.905060393
0.5,SW48 H1047R,GDC-0973,HGF,S6.Ribo.Prot..S235.236..XP,0.897081064
0.5,SW48 H1047R,GDC-0973,HGF,S6.Ribo.Prot..S235.236..XP,0.779224951
0.5,SW48 H1047R,GDC-0973,HGF,S6.Ribo.Prot..S235.236..XP,0.831226175
0.25,SW48 H1047R,Erlotinib,HGF,S6.Ribo.Prot..S235.236..XP,1.607316648
0.25,SW48 H1047R,Erlotinib,HGF,S6.Ribo.Prot..S235.236..XP,1.873520578
0.25,SW48 H1047R,Erlotinib,HGF,S6.Ribo.Prot..S235.236..XP,1.76371697
0.25,SW48 H1047R,Erlotinib,HGF,S6.Ribo.Prot..S235.236..XP,2.302282546
0.5,SW48 H1047R,Erlotinib,HGF,S6.Ribo.Prot..S235.236..XP,1.825247313
0.5,SW48 H1047R,Erlotinib,HGF,S6.Ribo.Prot..S235.236..XP,1.827269032
0.5,SW48 H1047R,Erlotinib,HGF,S6.Ribo.Prot..S235.236..XP,1.458437638
0.5,SW48 H1047R,Erlotinib,HGF,S6.Ribo.Prot..S235.236..XP,1.657341563
0.25,SW48 H1047R,GDC-0068,HGF,S6.Ribo.Prot..S235.236..XP,1.434630052
0.25,SW48 H1047R,GDC-0068,HGF,S6.Ribo.Prot..S235.236..XP,1.399060625
0.25,SW48 H1047R,GDC-0068,HGF,S6.Ribo.Prot..S235.236..XP,1.597435984
0.25,SW48 H1047R,GDC-0068,HGF,S6.Ribo.Prot..S235.236..XP,1.271790613
0.5,SW48 H1047R,GDC-0068,HGF,S6.Ribo.Prot..S235.236..XP,1.261624176
0.5,SW48 H1047R,GDC-0068,HGF,S6.Ribo.Prot..S235.236..XP,1.320038209
0.5,SW48 H1047R,GDC-0068,HGF,S6.Ribo.Prot..S235.236..XP,1.205594362
0.5,SW48 H1047R,GDC-0068,HGF,S6.Ribo.Prot..S235.236..XP,1.145329982
0.25,SW48 H1047R,DMSO,HGF,S6.Ribo.Prot..S235.236..XP,1.810493578
0.25,SW48 H1047R,DMSO,HGF,S6.Ribo.Prot..S235.236..XP,1.862274836
0.25,SW48 H1047R,DMSO,HGF,S6.Ribo.Prot..S235.236..XP,2.288108158
0.25,SW48 H1047R,DMSO,HGF,S6.Ribo.Prot..S235.236..XP,1.897005701
0.5,SW48 H1047R,DMSO,HGF,S6.Ribo.Prot..S235.236..XP,1.821902126
0.5,SW48 H1047R,DMSO,HGF,S6.Ribo.Prot..S235.236..XP,2.205049299
0.5,SW48 H1047R,DMSO,HGF,S6.Ribo.Prot..S235.236..XP,2.031855399
0.5,SW48 H1047R,DMSO,HGF,S6.Ribo.Prot..S235.236..XP,2.004312421
0.25,SW48 H1047R,GDC-0973,IGF,S6.Ribo.Prot..S235.236..XP,2.298176086
0.25,SW48 H1047R,GDC-0973,IGF,S6.Ribo.Prot..S235.236..XP,2.279576291
0.25,SW48 H1047R,GDC-0973,IGF,S6.Ribo.Prot..S235.236..XP,2.408579626
0.25,SW48 H1047R,GDC-0973,IGF,S6.Ribo.Prot..S235.236..XP,2.136144694
0.5,SW48 H1047R,GDC-0973,IGF,S6.Ribo.Prot..S235.236..XP,3.054523268
0.5,SW48 H1047R,GDC-0973,IGF,S6.Ribo.Prot..S235.236..XP,2.771966408
0.5,SW48 H1047R,GDC-0973,IGF,S6.Ribo.Prot..S235.236..XP,2.343910982
0.5,SW48 H1047R,GDC-0973,IGF,S6.Ribo.Prot..S235.236..XP,2.500321517
0.25,SW48 H1047R,Erlotinib,IGF,S6.Ribo.Prot..S235.236..XP,3.335716584
0.25,SW48 H1047R,Erlotinib,IGF,S6.Ribo.Prot..S235.236..XP,3.648394431
0.25,SW48 H1047R,Erlotinib,IGF,S6.Ribo.Prot..S235.236..XP,3.029297369
0.25,SW48 H1047R,Erlotinib,IGF,S6.Ribo.Prot..S235.236..XP,2.838124524
0.5,SW48 H1047R,Erlotinib,IGF,S6.Ribo.Prot..S235.236..XP,2.731032014
0.5,SW48 H1047R,Erlotinib,IGF,S6.Ribo.Prot..S235.236..XP,2.789318805
0.5,SW48 H1047R,Erlotinib,IGF,S6.Ribo.Prot..S235.236..XP,2.601787451
0.5,SW48 H1047R,Erlotinib,IGF,S6.Ribo.Prot..S235.236..XP,2.715479896
0.25,SW48 H1047R,GDC-0068,IGF,S6.Ribo.Prot..S235.236..XP,0.945788246
0.25,SW48 H1047R,GDC-0068,IGF,S6.Ribo.Prot..S235.236..XP,1.078470428
0.25,SW48 H1047R,GDC-0068,IGF,S6.Ribo.Prot..S235.236..XP,1.031319969
0.25,SW48 H1047R,GDC-0068,IGF,S6.Ribo.Prot..S235.236..XP,0.928247638
0.5,SW48 H1047R,GDC-0068,IGF,S6.Ribo.Prot..S235.236..XP,1.121340988
0.5,SW48 H1047R,GDC-0068,IGF,S6.Ribo.Prot..S235.236..XP,1.135993295
0.5,SW48 H1047R,GDC-0068,IGF,S6.Ribo.Prot..S235.236..XP,0.999738617
0.5,SW48 H1047R,GDC-0068,IGF,S6.Ribo.Prot..S235.236..XP,1.124922247
0.25,SW48 H1047R,DMSO,IGF,S6.Ribo.Prot..S235.236..XP,2.953920737
0.25,SW48 H1047R,DMSO,IGF,S6.Ribo.Prot..S235.236..XP,3.218913852
0.25,SW48 H1047R,DMSO,IGF,S6.Ribo.Prot..S235.236..XP,3.679249105
0.25,SW48 H1047R,DMSO,IGF,S6.Ribo.Prot..S235.236..XP,3.412653145
0.5,SW48 H1047R,DMSO,IGF,S6.Ribo.Prot..S235.236..XP,2.628381021
0.5,SW48 H1047R,DMSO,IGF,S6.Ribo.Prot..S235.236..XP,2.788579978
0.5,SW48 H1047R,DMSO,IGF,S6.Ribo.Prot..S235.236..XP,1.902115202
0.5,SW48 H1047R,DMSO,IGF,S6.Ribo.Prot..S235.236..XP,2.435767513
0.25,SW48 parental,GDC-0973,PBS,Shc.Y317.1,0.812818948
0.25,SW48 parental,GDC-0973,PBS,Shc.Y317.1,0.767688492
0.25,SW48 parental,GDC-0973,PBS,Shc.Y317.1,0.755830924
0.25,SW48 parental,GDC-0973,PBS,Shc.Y317.1,0.815255082
0.5,SW48 parental,GDC-0973,PBS,Shc.Y317.1,0.750980103
0.5,SW48 parental,GDC-0973,PBS,Shc.Y317.1,0.712519909
0.5,SW48 parental,GDC-0973,PBS,Shc.Y317.1,0.720596033
0.5,SW48 parental,GDC-0973,PBS,Shc.Y317.1,0.762956013
0.25,SW48 parental,Erlotinib,PBS,Shc.Y317.1,0.496027447
0.25,SW48 parental,Erlotinib,PBS,Shc.Y317.1,0.459599986
0.25,SW48 parental,Erlotinib,PBS,Shc.Y317.1,0.451260717
0.25,SW48 parental,Erlotinib,PBS,Shc.Y317.1,0.500701847
0.5,SW48 parental,Erlotinib,PBS,Shc.Y317.1,0.451966304
0.5,SW48 parental,Erlotinib,PBS,Shc.Y317.1,0.427404121
0.5,SW48 parental,Erlotinib,PBS,Shc.Y317.1,0.425075775
0.5,SW48 parental,Erlotinib,PBS,Shc.Y317.1,0.458405102
0.25,SW48 parental,GDC-0068,PBS,Shc.Y317.1,0.858047599
0.25,SW48 parental,GDC-0068,PBS,Shc.Y317.1,0.923519314
0.25,SW48 parental,GDC-0068,PBS,Shc.Y317.1,0.778331629
0.25,SW48 parental,GDC-0068,PBS,Shc.Y317.1,0.872749255
0.5,SW48 parental,GDC-0068,PBS,Shc.Y317.1,0.885115856
0.5,SW48 parental,GDC-0068,PBS,Shc.Y317.1,0.873381724
0.5,SW48 parental,GDC-0068,PBS,Shc.Y317.1,0.84958675
0.5,SW48 parental,GDC-0068,PBS,Shc.Y317.1,0.84881274
0.25,SW48 parental,DMSO,PBS,Shc.Y317.1,0.997458435
0.25,SW48 parental,DMSO,PBS,Shc.Y317.1,1.133716081
0.25,SW48 parental,DMSO,PBS,Shc.Y317.1,0.948424651
0.25,SW48 parental,DMSO,PBS,Shc.Y317.1,0.934181201
0.5,SW48 parental,DMSO,PBS,Shc.Y317.1,1.014259034
0.5,SW48 parental,DMSO,PBS,Shc.Y317.1,1.050350471
0.5,SW48 parental,DMSO,PBS,Shc.Y317.1,0.971651784
0.5,SW48 parental,DMSO,PBS,Shc.Y317.1,0.922797613
0.25,SW48 parental,GDC-0973,EGF,Shc.Y317.1,5.258393112
0.25,SW48 parental,GDC-0973,EGF,Shc.Y317.1,6.140985453
0.25,SW48 parental,GDC-0973,EGF,Shc.Y317.1,5.848350136
0.25,SW48 parental,GDC-0973,EGF,Shc.Y317.1,5.452916364
0.5,SW48 parental,GDC-0973,EGF,Shc.Y317.1,6.48464255
0.5,SW48 parental,GDC-0973,EGF,Shc.Y317.1,7.428390991
0.5,SW48 parental,GDC-0973,EGF,Shc.Y317.1,7.360270358
0.5,SW48 parental,GDC-0973,EGF,Shc.Y317.1,6.096722569
0.25,SW48 parental,Erlotinib,EGF,Shc.Y317.1,2.49225634
0.25,SW48 parental,Erlotinib,EGF,Shc.Y317.1,2.868245038
0.25,SW48 parental,Erlotinib,EGF,Shc.Y317.1,2.867170367
0.25,SW48 parental,Erlotinib,EGF,Shc.Y317.1,2.752347637
0.5,SW48 parental,Erlotinib,EGF,Shc.Y317.1,2.856719224
0.5,SW48 parental,Erlotinib,EGF,Shc.Y317.1,3.257128696
0.5,SW48 parental,Erlotinib,EGF,Shc.Y317.1,3.051517106
0.5,SW48 parental,Erlotinib,EGF,Shc.Y317.1,2.874328798
0.25,SW48 parental,GDC-0068,EGF,Shc.Y317.1,5.727177266
0.25,SW48 parental,GDC-0068,EGF,Shc.Y317.1,5.515938238
0.25,SW48 parental,GDC-0068,EGF,Shc.Y317.1,5.313899908
0.25,SW48 parental,GDC-0068,EGF,Shc.Y317.1,5.369495553
0.5,SW48 parental,GDC-0068,EGF,Shc.Y317.1,6.451748785
0.5,SW48 parental,GDC-0068,EGF,Shc.Y317.1,6.630696131
0.5,SW48 parental,GDC-0068,EGF,Shc.Y317.1,6.431874153
0.5,SW48 parental,GDC-0068,EGF,Shc.Y317.1,6.173639283
0.25,SW48 parental,DMSO,EGF,Shc.Y317.1,6.217906219
0.25,SW48 parental,DMSO,EGF,Shc.Y317.1,6.74900982
0.25,SW48 parental,DMSO,EGF,Shc.Y317.1,6.139539695
0.25,SW48 parental,DMSO,EGF,Shc.Y317.1,5.990202932
0.5,SW48 parental,DMSO,EGF,Shc.Y317.1,7.509675976
0.5,SW48 parental,DMSO,EGF,Shc.Y317.1,7.955985186
0.5,SW48 parental,DMSO,EGF,Shc.Y317.1,7.158905552
0.5,SW48 parental,DMSO,EGF,Shc.Y317.1,6.913813861
0.25,SW48 parental,GDC-0973,HGF,Shc.Y317.1,1.04043862
0.25,SW48 parental,GDC-0973,HGF,Shc.Y317.1,1.053249759
0.25,SW48 parental,GDC-0973,HGF,Shc.Y317.1,0.986042438
0.25,SW48 parental,GDC-0973,HGF,Shc.Y317.1,1.057424185
0.5,SW48 parental,GDC-0973,HGF,Shc.Y317.1,1.032645077
0.5,SW48 parental,GDC-0973,HGF,Shc.Y317.1,1.041472767
0.5,SW48 parental,GDC-0973,HGF,Shc.Y317.1,0.961983767
0.5,SW48 parental,GDC-0973,HGF,Shc.Y317.1,0.98935918
0.25,SW48 parental,Erlotinib,HGF,Shc.Y317.1,0.719777651
0.25,SW48 parental,Erlotinib,HGF,Shc.Y317.1,0.722183768
0.25,SW48 parental,Erlotinib,HGF,Shc.Y317.1,0.719945425
0.25,SW48 parental,Erlotinib,HGF,Shc.Y317.1,0.686323545
0.5,SW48 parental,Erlotinib,HGF,Shc.Y317.1,0.665939555
0.5,SW48 parental,Erlotinib,HGF,Shc.Y317.1,0.686960815
0.5,SW48 parental,Erlotinib,HGF,Shc.Y317.1,0.732767969
0.5,SW48 parental,Erlotinib,HGF,Shc.Y317.1,0.691674727
0.25,SW48 parental,GDC-0068,HGF,Shc.Y317.1,1.094474401
0.25,SW48 parental,GDC-0068,HGF,Shc.Y317.1,1.084899194
0.25,SW48 parental,GDC-0068,HGF,Shc.Y317.1,1.219720399
0.25,SW48 parental,GDC-0068,HGF,Shc.Y317.1,1.172715765
0.5,SW48 parental,GDC-0068,HGF,Shc.Y317.1,1.117860015
0.5,SW48 parental,GDC-0068,HGF,Shc.Y317.1,1.119376607
0.5,SW48 parental,GDC-0068,HGF,Shc.Y317.1,1.244772896
0.5,SW48 parental,GDC-0068,HGF,Shc.Y317.1,1.168705119
0.25,SW48 parental,DMSO,HGF,Shc.Y317.1,1.242262047
0.25,SW48 parental,DMSO,HGF,Shc.Y317.1,1.108893119
0.25,SW48 parental,DMSO,HGF,Shc.Y317.1,1.163289559
0.25,SW48 parental,DMSO,HGF,Shc.Y317.1,1.213152143
0.5,SW48 parental,DMSO,HGF,Shc.Y317.1,1.22384138
0.5,SW48 parental,DMSO,HGF,Shc.Y317.1,1.134092438
0.5,SW48 parental,DMSO,HGF,Shc.Y317.1,1.192337237
0.5,SW48 parental,DMSO,HGF,Shc.Y317.1,1.187223714
0.25,SW48 parental,GDC-0973,IGF,Shc.Y317.1,0.740096423
0.25,SW48 parental,GDC-0973,IGF,Shc.Y317.1,0.692972378
0.25,SW48 parental,GDC-0973,IGF,Shc.Y317.1,0.834317801
0.25,SW48 parental,GDC-0973,IGF,Shc.Y317.1,0.753070091
0.5,SW48 parental,GDC-0973,IGF,Shc.Y317.1,0.745409737
0.5,SW48 parental,GDC-0973,IGF,Shc.Y317.1,0.692516883
0.5,SW48 parental,GDC-0973,IGF,Shc.Y317.1,0.877170828
0.5,SW48 parental,GDC-0973,IGF,Shc.Y317.1,0.745656536
0.25,SW48 parental,Erlotinib,IGF,Shc.Y317.1,0.48324263
0.25,SW48 parental,Erlotinib,IGF,Shc.Y317.1,0.428949112
0.25,SW48 parental,Erlotinib,IGF,Shc.Y317.1,0.426321011
0.25,SW48 parental,Erlotinib,IGF,Shc.Y317.1,0.485793945
0.5,SW48 parental,Erlotinib,IGF,Shc.Y317.1,0.454682487
0.5,SW48 parental,Erlotinib,IGF,Shc.Y317.1,0.405865343
0.5,SW48 parental,Erlotinib,IGF,Shc.Y317.1,0.429225177
0.5,SW48 parental,Erlotinib,IGF,Shc.Y317.1,0.445396976
0.25,SW48 parental,GDC-0068,IGF,Shc.Y317.1,0.967311153
0.25,SW48 parental,GDC-0068,IGF,Shc.Y317.1,0.890600885
0.25,SW48 parental,GDC-0068,IGF,Shc.Y317.1,0.887827377
0.25,SW48 parental,GDC-0068,IGF,Shc.Y317.1,0.917838376
0.5,SW48 parental,GDC-0068,IGF,Shc.Y317.1,0.991761635
0.5,SW48 parental,GDC-0068,IGF,Shc.Y317.1,0.899743502
0.5,SW48 parental,GDC-0068,IGF,Shc.Y317.1,0.874815112
0.5,SW48 parental,GDC-0068,IGF,Shc.Y317.1,0.847486423
0.25,SW48 parental,DMSO,IGF,Shc.Y317.1,0.960085534
0.25,SW48 parental,DMSO,IGF,Shc.Y317.1,0.875148355
0.25,SW48 parental,DMSO,IGF,Shc.Y317.1,0.949563251
0.25,SW48 parental,DMSO,IGF,Shc.Y317.1,0.873142109
0.5,SW48 parental,DMSO,IGF,Shc.Y317.1,0.957707689
0.5,SW48 parental,DMSO,IGF,Shc.Y317.1,0.890279851
0.5,SW48 parental,DMSO,IGF,Shc.Y317.1,0.997988787
0.5,SW48 parental,DMSO,IGF,Shc.Y317.1,0.846681191
0.25,SW48 E545K,GDC-0973,PBS,Shc.Y317.1,0.581832012
0.25,SW48 E545K,GDC-0973,PBS,Shc.Y317.1,0.499983156
0.25,SW48 E545K,GDC-0973,PBS,Shc.Y317.1,0.586394807
0.25,SW48 E545K,GDC-0973,PBS,Shc.Y317.1,0.537824148
0.5,SW48 E545K,GDC-0973,PBS,Shc.Y317.1,0.586699248
0.5,SW48 E545K,GDC-0973,PBS,Shc.Y317.1,0.52048968
0.5,SW48 E545K,GDC-0973,PBS,Shc.Y317.1,0.596408499
0.5,SW48 E545K,GDC-0973,PBS,Shc.Y317.1,0.53622815
0.25,SW48 E545K,Erlotinib,PBS,Shc.Y317.1,0.39264745
0.25,SW48 E545K,Erlotinib,PBS,Shc.Y317.1,0.398554352
0.25,SW48 E545K,Erlotinib,PBS,Shc.Y317.1,0.486710661
0.25,SW48 E545K,Erlotinib,PBS,Shc.Y317.1,0.384967163
0.5,SW48 E545K,Erlotinib,PBS,Shc.Y317.1,0.442540094
0.5,SW48 E545K,Erlotinib,PBS,Shc.Y317.1,0.369445087
0.5,SW48 E545K,Erlotinib,PBS,Shc.Y317.1,0.474873015
0.5,SW48 E545K,Erlotinib,PBS,Shc.Y317.1,0.374865527
0.25,SW48 E545K,GDC-0068,PBS,Shc.Y317.1,0.629550069
0.25,SW48 E545K,GDC-0068,PBS,Shc.Y317.1,0.606570017
0.25,SW48 E545K,GDC-0068,PBS,Shc.Y317.1,0.623811566
0.25,SW48 E545K,GDC-0068,PBS,Shc.Y317.1,0.631600994
0.5,SW48 E545K,GDC-0068,PBS,Shc.Y317.1,0.57920288
0.5,SW48 E545K,GDC-0068,PBS,Shc.Y317.1,0.528378189
0.5,SW48 E545K,GDC-0068,PBS,Shc.Y317.1,0.573891092
0.5,SW48 E545K,GDC-0068,PBS,Shc.Y317.1,0.571354335
0.25,SW48 E545K,DMSO,PBS,Shc.Y317.1,0.885452683
0.25,SW48 E545K,DMSO,PBS,Shc.Y317.1,0.760001398
0.25,SW48 E545K,DMSO,PBS,Shc.Y317.1,0.784909777
0.25,SW48 E545K,DMSO,PBS,Shc.Y317.1,0.823479671
0.5,SW48 E545K,DMSO,PBS,Shc.Y317.1,0.86247226
0.5,SW48 E545K,DMSO,PBS,Shc.Y317.1,0.804482865
0.5,SW48 E545K,DMSO,PBS,Shc.Y317.1,0.799364322
0.5,SW48 E545K,DMSO,PBS,Shc.Y317.1,0.773302991
0.25,SW48 E545K,GDC-0973,EGF,Shc.Y317.1,6.93838738
0.25,SW48 E545K,GDC-0973,EGF,Shc.Y317.1,6.956990153
0.25,SW48 E545K,GDC-0973,EGF,Shc.Y317.1,7.183816797
0.25,SW48 E545K,GDC-0973,EGF,Shc.Y317.1,6.425648121
0.5,SW48 E545K,GDC-0973,EGF,Shc.Y317.1,8.788124626
0.5,SW48 E545K,GDC-0973,EGF,Shc.Y317.1,8.559797172
0.5,SW48 E545K,GDC-0973,EGF,Shc.Y317.1,8.680428674
0.5,SW48 E545K,GDC-0973,EGF,Shc.Y317.1,7.596518723
0.25,SW48 E545K,Erlotinib,EGF,Shc.Y317.1,1.916750155
0.25,SW48 E545K,Erlotinib,EGF,Shc.Y317.1,1.815805644
0.25,SW48 E545K,Erlotinib,EGF,Shc.Y317.1,1.8345391
0.25,SW48 E545K,Erlotinib,EGF,Shc.Y317.1,1.855126781
0.5,SW48 E545K,Erlotinib,EGF,Shc.Y317.1,2.209268843
0.5,SW48 E545K,Erlotinib,EGF,Shc.Y317.1,2.116377179
0.5,SW48 E545K,Erlotinib,EGF,Shc.Y317.1,2.0085188
0.5,SW48 E545K,Erlotinib,EGF,Shc.Y317.1,1.865558237
0.25,SW48 E545K,GDC-0068,EGF,Shc.Y317.1,4.846672739
