4.822910799999999831e-01 6.793766300000000369e-01 1.504428600000000116e-01 nan
3.351661179999999796e+00 1.552707510000000068e+00 1.650934899999999983e+00 nan
1.265418289999999946e+00 1.809436590000000011e+00 2.651258000000000087e-02 8.521215999999999513e-02
8.081505300000000336e-01 2.597900880000000079e+00 9.579304800000000286e-01 1.085242999999999958e+00
1.139556390000000086e+00 3.563947599999999771e-01 2.607225699999999868e-01 9.371754100000000420e-01
